"","x"
"27244","AC011306.2"
"27245","NPM1P4"
"27246","SDCBPP1"
"27247","RP11-426A6.5"
"27248","RP11-719J20.1"
"27249","AC073409.1"
"27250","FGF12-AS3"
"27251","FAM66C"
"27252","RP11-411H5.1"
"27253","AL589986.2"
"27254","RP11-87N24.2"
"27255","SNRPGP8"
"27256","EEF1DP2"
"27257","LINC00424"
"27258","RP11-142L4.3"
"27259","RP11-795A2.3"
"27260","RP11-493K23.1"
"27261","TMEM256P2"
"27262","RPL35AP30"
"27263","RP11-397G17.1"
"27264","SNRPGP12"
"27265","CTA-384D8.31"
"27266","RP11-347L18.1"
"27267","RP11-31L23.3"
"27268","CTA-929C8.6"
"27269","HSBP1L1"
"27270","AC079781.5"
"27271","RP11-115D7.3"
"27272","SMCR5"
"27273","AC007966.1"
"27274","RP11-513D4.3"
"27275","AF127936.5"
"27276","PSMD5-AS1"
"27277","RP11-212D3.2"
"27278","RP5-1024G6.5"
"27279","VPS25P1"
"27280","AC007365.3"
"27281","AC079341.1"
"27282","DISC1-IT1"
"27283","RP4-737A23.2"
"27284","TAS2R46"
"27285","RP11-298E9.6"
"27286","SRRM5"
"27287","AC010145.4"
"27288","RP11-694D5.1"
"27289","FABP7P1"
"27290","RP11-328P23.3"
"27291","GAPDHP54"
"27292","AC000124.1"
"27293","AP001136.2"
"27294","CTA-747E2.10"
"27295","RP4-775D17.1"
"27296","RP11-654E17.2"
"27297","KRTAP3-4P"
"27298","KIAA0125"
"27299","NAALADL2-AS2"
"27300","RP11-38J22.3"
"27301","TBCAP1"
"27302","RP11-706D8.3"
"27303","TLK1P1"
"27304","PGAM4"
"27305","AC073218.1"
"27306","RP1-167F1.2"
"27307","AC110926.4"
"27308","HNRNPA3P1"
"27309","AC109826.1"
"27310","LINC00371"
"27311","MTND1P20"
"27312","AC015923.1"
"27313","RP11-289F5.1"
"27314","CACTIN-AS1"
"27315","OSTCP8"
"27316","RP11-72I18.1"
"27317","RP11-203B9.4"
"27318","RP4-675G8.3"
"27319","AC011893.3"
"27320","MROH5"
"27321","LINC00840"
"27322","RP11-45H22.1"
"27323","RP5-881L22.5"
"27324","AC114813.1"
"27325","RP3-419C19.2"
"27326","AC005082.12"
"27327","SLC6A6P1"
"27328","MEIS1-AS3"
"27329","RP11-747I9.1"
"27330","RP11-356N1.2"
"27331","SUGT1P"
"27332","RP4-756H11.3"
"27333","RP11-363D24.1"
"27334","NPM1P11"
"27335","RP11-278H7.1"
"27336","RP5-945F2.3"
"27337","MED15P3"
"27338","AC097724.3"
"27339","RP11-148B18.3"
"27340","RP11-77B22.1"
"27341","HMGB1P32"
"27342","AC096582.8"
"27343","MTND6P11"
"27344","PAICSP3"
"27345","RP11-166N17.3"
"27346","RP11-2P2.1"
"27347","EEF1GP3"
"27348","LINC00348"
"27349","PRPS1P1"
"27350","RP4-635E18.7"
"27351","AC004112.4"
"27352","RP1-212P9.2"
"27353","AC010894.3"
"27354","RP11-212D3.4"
"27355","RP11-350G8.3"
"27356","AC093901.1"
"27357","DUTP3"
"27358","RP11-48F14.2"
"27359","AC109638.1"
"27360","RP5-1119O21.2"
"27361","RP11-569A11.1"
"27362","SHROOM2P1"
"27363","RP11-500G22.2"
"27364","RP13-77O11.8"
"27365","RP11-122M14.3"
"27366","LHFPL3-AS1"
"27367","BX276092.2"
"27368","AC135178.7"
"27369","AC002472.11"
"27370","CDY14P"
"27371","AC005154.8"
"27372","ZNF877P"
"27373","RP11-36N20.1"
"27374","RP11-575L7.2"
"27375","GSTM3P2"
"27376","XX-2136C48.7"
"27377","H3F3AP5"
"27378","RP4-782L23.2"
"27379","AC016727.3"
"27380","KB-1183D5.9"
"27381","AC093787.1"
"27382","ERVMER34-1"
"27383","RP11-561G1.3"
"27384","RP11-474I16.8"
"27385","LA16c-395F10.1"
"27386","RP11-182I10.3"
"27387","TMPRSS11BNL"
"27388","RP11-435B5.6"
"27389","RP11-298J20.3"
"27390","RP11-432J24.5"
"27391","CHCHD2P1"
"27392","LINC00354"
"27393","RP11-561O23.8"
"27394","AC005040.3"
"27395","TTTY4"
"27396","CT45A6"
"27397","HIST1H2BPS3"
"27398","ISCA2P1"
"27399","BSN-AS2"
"27400","AC068137.13"
"27401","RP11-328M4.3"
"27402","AC010086.1"
"27403","RP11-80B9.1"
"27404","RP5-1068B5.3"
"27405","LINC00454"
"27406","AC007271.3"
"27407","AC010423.1"
"27408","RP11-302I18.3"
"27409","RPS14P4"
"27410","CT47A11"
"27411","GTF2IP2"
"27412","NRBF2P2"
"27413","LINC00161"
"27414","CEP164P1"
"27415","RP11-117D22.1"
"27416","AC062021.1"
"27417","RBMY1J"
"27418","IL9RP3"
"27419","ALG1L5P"
"27420","RP1-120G22.11"
"27421","RP11-564A8.4"
"27422","AC062022.1"
"27423","RP1-52J10.9"
"27424","RPS4XP2"
"27425","OR6K5P"
"27426","DANCR"
"27427","RP4-714D9.4"
"27428","AC010890.1"
"27429","RP5-983L19.2"
"27430","AC104306.4"
"27431","AP000432.2"
"27432","RP4-533D7.4"
"27433","CTD-2328D6.1"
"27434","RP5-837O21.1"
"27435","AC018463.5"
"27436","RAC1P6"
"27437","AC078883.4"
"27438","RHEBP2"
"27439","AC003088.1"
"27440","HAUS4P1"
"27441","LINC00423"
"27442","RP11-547D24.3"
"27443","RP11-82H13.2"
"27444","AF196972.4"
"27445","AC013717.3"
"27446","RP4-663N10.2"
"27447","AL445989.1"
"27448","AC006987.6"
"27449","COX6A1P2"
"27450","HMGN1P24"
"27451","MAGI2-AS2"
"27452","LTA"
"27453","ABHD17AP6"
"27454","CENPCP1"
"27455","AP000235.2"
"27456","RP4-591B8.2"
"27457","RP11-142G7.2"
"27458","RP11-543B16.2"
"27459","RP11-544A12.5"
"27460","AL049758.2"
"27461","RP11-543F8.2"
"27462","AC112229.6"
"27463","AC144525.1"
"27464","AC012593.1"
"27465","LINC00658"
"27466","AP000477.3"
"27467","RP11-291J9.1"
"27468","AC073325.2"
"27469","HSPD1P14"
"27470","NBPF2P"
"27471","SNRPEP10"
"27472","AC108032.1"
"27473","AC011718.3"
"27474","RP5-956O18.2"
"27475","AC105253.1"
"27476","RP3-417G15.1"
"27477","FUNDC2P4"
"27478","C17orf112"
"27479","RP1-97J1.2"
"27480","OR7E96P"
"27481","AC007285.6"
"27482","RP11-548K12.6"
"27483","RP11-262K1.1"
"27484","AC007036.6"
"27485","IL6STP1"
"27486","OR7E101P"
"27487","AC007557.3"
"27488","OR51A3P"
"27489","SLC8A1-AS1"
"27490","RP11-168P8.3"
"27491","RP11-34E5.4"
"27492","AC105461.1"
"27493","RP11-234N17.1"
"27494","RP11-3N2.8"
"27495","LINC00511"
"27496","AC005077.12"
"27497","ITGB2-AS1"
"27498","RP11-533F5.2"
"27499","RP6-1O2.1"
"27500","RP11-286M16.1"
"27501","RP11-98D18.1"
"27502","AC012065.4"
"27503","RP11-134G8.2"
"27504","RP11-460I13.2"
"27505","C14orf132"
"27506","RP11-395B7.4"
"27507","FDX1P2"
"27508","AC009961.5"
"27509","RP11-418J17.2"
"27510","WDR46"
"27511","RP13-34L8.7"
"27512","ANHX"
"27513","LINC00629"
"27514","AC079779.7"
"27515","RP11-115A15.4"
"27516","RPL41P1"
"27517","RP3-363L9.1"
"27518","RP3-340N1.2"
"27519","DPPA3P1"
"27520","RP11-12A16.3"
"27521","CNN2P2"
"27522","RP11-191G24.1"
"27523","RP11-4E23.2"
"27524","RP3-466I7.1"
"27525","SDHDP2"
"27526","AP000472.3"
"27527","RP11-4C20.4"
"27528","AC107983.4"
"27529","AC004448.2"
"27530","CTD-2021A8.3"
"27531","RP11-543P15.1"
"27532","AL592494.5"
"27533","L29074.3"
"27534","RP11-144A16.5"
"27535","RBMX2P5"
"27536","AC084149.2"
"27537","RP1-135L22.1"
"27538","AP000402.3"
"27539","RP5-1028L10.1"
"27540","RP11-565P22.2"
"27541","HMGB3P8"
"27542","RP11-742N3.1"
"27543","AC073636.1"
"27544","RP11-433J20.2"
"27545","OR2AS1P"
"27546","PIGQP1"
"27547","PARP1P1"
"27548","AC096574.5"
"27549","IGHD1-14"
"27550","CRIP1P3"
"27551","LMCD1-AS1"
"27552","RP1-86D1.4"
"27553","RP11-460N20.4"
"27554","AC018696.3"
"27555","RP11-267C16.1"
"27556","RP3-471C18.1"
"27557","CTA-85E5.10"
"27558","BTF3P13"
"27559","AC009238.7"
"27560","RP11-319F12.2"
"27561","RPL12P44"
"27562","ZNF717"
"27563","AP002856.6"
"27564","LBX1-AS1"
"27565","RP11-552E20.1"
"27566","AC011742.5"
"27567","AC093084.1"
"27568","GCSAML-AS1"
"27569","LINC00595"
"27570","RP11-421B23.2"
"27571","RP11-533N14.3"
"27572","USP17L5"
"27573","RP11-545A16.3"
"27574","RP11-159H3.2"
"27575","IL21-AS1"
"27576","RP11-196D18.1"
"27577","AC092156.3"
"27578","RP11-473E2.3"
"27579","PRR20D"
"27580","OR2T7"
"27581","MKRNP2"
"27582","RP11-165F24.3"
"27583","AC068535.2"
"27584","AC073621.2"
"27585","DDX11L16"
"27586","RP1-65P5.1"
"27587","AC092755.4"
"27588","RP5-1198O20.5"
"27589","AL354993.1"
"27590","WDR11-AS1"
"27591","STSP1"
"27592","RP11-570H19.2"
"27593","RP1-37J18.1"
"27594","AF178030.2"
"27595","AC011290.4"
"27596","MYL6P3"
"27597","RP11-214D15.2"
"27598","AC092641.2"
"27599","AIMP1P2"
"27600","PGCP1"
"27601","AC013467.1"
"27602","RP11-317P15.3"
"27603","VN1R28P"
"27604","HDGFP1"
"27605","EPPK1"
"27606","RP11-544D21.1"
"27607","RP11-77G23.5"
"27608","RP11-6C10.1"
"27609","RP5-1104E15.6"
"27610","AC092535.3"
"27611","TRGC2"
"27612","RP1-45I4.3"
"27613","RP11-439A17.4"
"27614","GLUD1P7"
"27615","MIR663A"
"27616","IGHD4-23"
"27617","AC009518.8"
"27618","C6orf47-AS1"
"27619","ST7-AS1"
"27620","RP11-121A14.3"
"27621","CNN2P1"
"27622","SUB1P1"
"27623","RBMY2JP"
"27624","PFN1P9"
"27625","XXbac-BCX196D17.5"
"27626","RPL31P12"
"27627","LINC00552"
"27628","WARS2P1"
"27629","AC079145.4"
"27630","RP5-1100E15.4"
"27631","PFN1P7"
"27632","SPATA13-AS1"
"27633","HCG15"
"27634","RP11-445L13"
"27635","PFN1P5"
"27636","RP11-367J7.3"
"27637","RP11-203J24.8"
"27638","RP11-69I8.3"
"27639","RP11-72H11.1"
"27640","MTND1P14"
"27641","AC017101.10"
"27642","RP11-261C10.5"
"27643","WASH7P"
"27644","CICP17"
"27645","SPANXB2"
"27646","RP11-365D9.1"
"27647","AL672294.1"
"27648","TTC39DP"
"27649","AL121985.1"
"27650","RP11-563D10.1"
"27651","AC011998.4"
"27652","NBPF13P"
"27653","SLAMF6P1"
"27654","LINC00845"
"27655","RP11-136C24.2"
"27656","TRIM60P13"
"27657","FAM155A-IT1"
"27658","AC000374.1"
"27659","TRIM60P9Y"
"27660","AC105760.2"
"27661","RP11-166N17.1"
"27662","VDAC1P12"
"27663","CDRT15P2"
"27664","MIS18A-AS1"
"27665","RP11-330M2.3"
"27666","SMIM2-AS1"
"27667","HMGN2P22"
"27668","AC116035.1"
"27669","YWHAZP7"
"27670","HCG4B"
"27671","ACTR3BP5"
"27672","AC073464.4"
"27673","RP11-305O4.2"
"27674","KLLN"
"27675","RP11-96L7.2"
"27676","AC009963.4"
"27677","RPL39P25"
"27678","AC005358.3"
"27679","MTND6P10"
"27680","RP11-656D10.5"
"27681","AC015933.2"
"27682","RP11-164D18.2"
"27683","RPL35AP12"
"27684","MARK2P10"
"27685","RP3-327A19.5"
"27686","RP5-837I24.1"
"27687","HSFY3P"
"27688","RP4-544H6.2"
"27689","AC092170.1"
"27690","AC009229.5"
"27691","AC118345.1"
"27692","AC016994.2"
"27693","ELL2P1"
"27694","RP4-718J7.4"
"27695","RP5-905H7.5"
"27696","KRT16P2"
"27697","RP11-384P7.5"
"27698","SSXP9"
"27699","GS1-256O22.5"
"27700","RP11-791G16.2"
"27701","RP11-340I6.3"
"27702","AP006285.6"
"27703","RP11-95I16.2"
"27704","AC009502.4"
"27705","AC140076.1"
"27706","RP11-144G6.10"
"27707","RP1-228H13.1"
"27708","RP11-496D1.2"
"27709","RP11-309N24.1"
"27710","RP11-282E4.1"
"27711","RBM22P6"
"27712","MTND4P15"
"27713","AC021106.1"
"27714","RP11-258C19.4"
"27715","AP000998.2"
"27716","AC005042.2"
"27717","RP11-38M15.11"
"27718","IGHJ1P"
"27719","LINC00434"
"27720","AC139452.2"
"27721","RP11-195B3.1"
"27722","THRAP3P1"
"27723","LINC00307"
"27724","RPL15P1"
"27725","HAUS6P1"
"27726","PARG"
"27727","HNRNPKP2"
"27728","MTND5P25"
"27729","CEACAMP7"
"27730","RP11-438P9.2"
"27731","NANOGP6"
"27732","ARHGEF7-AS1"
"27733","RP11-475I24.6"
"27734","RBM26-AS1"
"27735","RP11-162D16.2"
"27736","LINC00866"
"27737","RP11-180I4.1"
"27738","AC017074.2"
"27739","RP11-518I13.1"
"27740","RPS24P7"
"27741","AC019172.2"
"27742","AC018685.2"
"27743","AC008060.5"
"27744","SLC9B1P4"
"27745","AC079753.5"
"27746","RP4-669P10.19"
"27747","RP11-3L10.2"
"27748","TP73-AS1"
"27749","RP11-160H22.5"
"27750","RP11-109A6.3"
"27751","DLG1-AS1"
"27752","FTH1P16"
"27753","PPIAP2"
"27754","EIF4A2P2"
"27755","RP11-571F15.2"
"27756","AC091705.1"
"27757","RP11-112J3.16"
"27758","SALL1P1"
"27759","HPN-AS1"
"27760","RP6-127F18.2"
"27761","AC007386.3"
"27762","EIF2AP4"
"27763","CTD-2526L21.3"
"27764","KIF9-AS1"
"27765","RP11-118F2.2"
"27766","AC012501.2"
"27767","RPL37P1"
"27768","AC009299.3"
"27769","KRT8P20"
"27770","RNF6P1"
"27771","AC008746.3"
"27772","AMYP1"
"27773","ZMYM4-AS1"
"27774","BAATP1"
"27775","STK33P1"
"27776","RP5-1042K10.12"
"27777","RP1-91G5.3"
"27778","RP11-109P14.2"
"27779","RP11-397P13.6"
"27780","PCGEM1"
"27781","RP11-476B1.1"
"27782","OR10U1P"
"27783","MRPS21P2"
"27784","VN1R33P"
"27785","RP1-49C23.1"
"27786","AC019185.2"
"27787","RP1-155G6.4"
"27788","AC053503.11"
"27789","AC069213.4"
"27790","RNF19BPX"
"27791","FCF1P1"
"27792","RP11-179H18.5"
"27793","AP001471.1"
"27794","TTTY17B"
"27795","ATP5G1P4"
"27796","RP11-344A7.1"
"27797","AC007322.5"
"27798","OR10R1P"
"27799","XGPY"
"27800","RP11-111F5.5"
"27801","CTB-58E17.5"
"27802","HNRNPA1P63"
"27803","MTND4P30"
"27804","RP11-300M24.1"
"27805","LINC00310"
"27806","AC079612.2"
"27807","RP11-108B14.4"
"27808","RP11-158D2.2"
"27809","GPN3P1"
"27810","RP11-397C12.1"
"27811","RP11-169D4.1"
"27812","AL928742.12"
"27813","RBM22P8"
"27814","AC073415.2"
"27815","AKR1B15"
"27816","TSSK5P1"
"27817","RP11-295P9.2"
"27818","RP11-810B23.1"
"27819","STK4-AS1"
"27820","AC124861.1"
"27821","CCDC148-AS1"
"27822","RP11-89N17.2"
"27823","RP11-18B16.2"
"27824","XX-C283C717.1"
"27825","RP11-5P4.2"
"27826","RP13-188A5.1"
"27827","NCAM1-AS1"
"27828","GAGE12D"
"27829","AC006458.3"
"27830","RP11-157L3.6"
"27831","CCNJP1"
"27832","RP11-316M21.6"
"27833","RP11-104D21.1"
"27834","USP9YP14"
"27835","AC109333.10"
"27836","RP11-145A3.1"
"27837","PABPC1P6"
"27838","AC018359.3"
"27839","RP11-419M24.4"
"27840","SCAMP4"
"27841","RP1-249H1.4"
"27842","RP11-434J24.2"
"27843","LTB"
"27844","RP5-894D12.3"
"27845","EIF2B5-IT1"
"27846","RP11-196P2.1"
"27847","GS1-466O4.2"
"27848","RP11-413M3.4"
"27849","AC114755.3"
"27850","RP11-709P2.1"
"27851","C1DP4"
"27852","RP5-973N23.4"
"27853","AC003051.1"
"27854","MIR1302-2"
"27855","CTA-342B11.1"
"27856","RP13-213K19.1"
"27857","RPS20P15"
"27858","RP11-282K24.1"
"27859","RP11-223A3.1"
"27860","DIAPH3-AS1"
"27861","RP11-202G18.1"
"27862","AC002542.2"
"27863","SLC2A1-AS1"
"27864","RP3-323B6.1"
"27865","RP11-809N15.2"
"27866","SOCS5P4"
"27867","RP11-215C7.3"
"27868","HNRNPFP1"
"27869","RP11-152N13.5"
"27870","RP3-525N14.2"
"27871","AC092614.2"
"27872","SPAG5-AS1"
"27873","AC018647.3"
"27874","RP5-905H7.10"
"27875","OR4A2P"
"27876","AC116035.2"
"27877","TRBV7-5"
"27878","USP17L12"
"27879","RP11-417J8.1"
"27880","RP11-444D13.1"
"27881","RP11-406A20.4"
"27882","RP11-472F19.1"
"27883","MTND3P9"
"27884","PGM5P2"
"27885","RP11-139K1.2"
"27886","RP11-796I2.1"
"27887","RNF11B"
"27888","LINC00376"
"27889","SNX18P26"
"27890","RP11-266E16.1"
"27891","RP5-1166A24.1"
"27892","RP13-1039J1.3"
"27893","RPS3AP53"
"27894","RP1-35C21.2"
"27895","RP13-140E4.1"
"27896","RP11-262H14.7"
"27897","RP11-119F7.3"
"27898","MTND4P5"
"27899","RP11-103C3.2"
"27900","RP11-162A23.5"
"27901","CNTN4-AS2"
"27902","RP5-1092A11.5"
"27903","ATP5G1P5"
"27904","RP1-28O10.1"
"27905","PIGFP3"
"27906","RP11-715G18.3"
"27907","AC019100.7"
"27908","RP1-167A14.2"
"27909","RP4-753D4.2"
"27910","RP3-445N2.1"
"27911","RP11-165J3.6"
"27912","TOMM22P3"
"27913","AC005392.13"
"27914","SUMO2P2"
"27915","TMEM183AP1"
"27916","FRMPD3-AS1"
"27917","LINC01074"
"27918","QRSL1P2"
"27919","RP11-864N7.2"
"27920","AC063976.1"
"27921","CERS6-AS1"
"27922","RP11-492E3.2"
"27923","ALG1L8P"
"27924","PHBP11"
"27925","AC073987.2"
"27926","SNRPEP3"
"27927","RP11-520H14.1"
"27928","RP1-101K10.6"
"27929","RP11-472D17.3"
"27930","SLC25A15P1"
"27931","RP4-781K5.8"
"27932","AC018804.6"
"27933","RBMY2YP"
"27934","RP11-431K24.3"
"27935","USP9YP21"
"27936","RP11-242O24.5"
"27937","HNRNPA1P14"
"27938","SOX21-AS1"
"27939","HIGD1AP11"
"27940","RPL7P54"
"27941","STEAP2-AS1"
"27942","RP11-522L3.9"
"27943","ISCA1P6"
"27944","RP13-483F6.1"
"27945","AC005160.3"
"27946","CLYBL-AS2"
"27947","RP11-162J8.2"
"27948","AC073869.10"
"27949","RPL7P2"
"27950","RP11-490F3.1"
"27951","RP11-331H2.3"
"27952","MIR3916"
"27953","RP11-243J18.2"
"27954","LINC00355"
"27955","GS1-256O22.1"
"27956","LINC01068"
"27957","RP11-73O6.3"
"27958","RP11-453N3.1"
"27959","AC108051.2"
"27960","RP11-307P5.1"
"27961","ATP5A1P2"
"27962","RP11-445N18.5"
"27963","CROCCP4"
"27964","AC087499.10"
"27965","RP4-681L3.2"
"27966","HNRNPA3P2"
"27967","SRP68P2"
"27968","CYCSP41"
"27969","MED28P3"
"27970","GSTM3P1"
"27971","AC005884.1"
"27972","DNMBP-AS1"
"27973","AP001619.2"
"27974","RP11-301M17.1"
"27975","LINC00111"
"27976","RP1-266L20.4"
"27977","RP11-15M15.2"
"27978","RP11-301G19.1"
"27979","SDAD1P3"
"27980","AC079150.3"
"27981","RP11-118D22.3"
"27982","LL22NC03-30E12.13"
"27983","RP11-275O4.3"
"27984","RP11-418J17.3"
"27985","AC116609.1"
"27986","MTND6P18"
"27987","AP000459.7"
"27988","RP11-578F21.4"
"27989","AC016730.1"
"27990","AC006042.6"
"27991","RPSAP64"
"27992","RP5-1059H15.1"
"27993","CTA-31J9.2"
"27994","GCOM2"
"27995","AP001271.3"
"27996","RP11-690C23.4"
"27997","RD3L"
"27998","MTND6P5"
"27999","RP4-565E6.1"
"28000","RP11-49L2.1"
"28001","RP11-523K4.2"
"28002","AC007163.9"
"28003","OR8B1P"
"28004","AC092646.2"
"28005","RP11-318C24.2"
"28006","RP11-536C5.7"
"28007","CALR4P"
"28008","RP4-745K6.1"
"28009","AC114788.2"
"28010","AC098826.5"
"28011","RP11-16L9.1"
"28012","RP11-497D6.3"
"28013","RP1-20B21.4"
"28014","RP11-216N21.1"
"28015","AP000344.4"
"28016","AP000282.2"
"28017","HCG9P5"
"28018","VTI1BP4"
"28019","RP11-298E10.1"
"28020","GUSBP8"
"28021","RP11-354K1.1"
"28022","RP11-162O12.2"
"28023","HCG4P5"
"28024","AC072062.3"
"28025","AC009229.4"
"28026","ASH1L-IT1"
"28027","RP1-283E3.4"
"28028","AKR1D1P1"
"28029","RP4-738P11.3"
"28030","XXyac-YX155B6.2"
"28031","GS1-164F24.1"
"28032","GLUD1P2"
"28033","AC002553.1"
"28034","ZNF965P"
"28035","AC092013.1"
"28036","AC012363.8"
"28037","AC098817.3"
"28038","AC015922.5"
"28039","AC007365.4"
"28040","RP13-210D15.6"
"28041","AC092796.1"
"28042","AC012358.4"
"28043","IGHD4-17"
"28044","DNAJB3"
"28045","RP11-239H6.2"
"28046","RP11-248J23.5"
"28047","OR5W1P"
"28048","RP11-171A24.2"
"28049","RP4-773A18.4"
"28050","RP1-180M12.1"
"28051","MRPS17P9"
"28052","RP11-195C7.3"
"28053","ARHGAP42P1"
"28054","RP11-227F8.2"
"28055","AL392086.1"
"28056","AC122136.2"
"28057","SLC9A7P1"
"28058","RP11-958N24.2"
"28059","TRIM60P3Y"
"28060","ST13P21"
"28061","AP003385.2"
"28062","CARM1P1"
"28063","AC008850.3"
"28064","TRIM60P11Y"
"28065","RP1-213J1P"
"28066","AL645730.2"
"28067","KRTAP8-3P"
"28068","MTND5P31"
"28069","AC093166.2"
"28070","RP13-143G15.3"
"28071","RP11-184B22.2"
"28072","UGT1A11P"
"28073","RP11-420H19.2"
"28074","SUCLA2-AS1"
"28075","SEPT2P1"
"28076","RP11-381K7.1"
"28077","RP11-156G14.6"
"28078","RP11-307O1.1"
"28079","AC007276.5"
"28080","RP4-533D7.5"
"28081","MTND5P18"
"28082","HNRNPA1P31"
"28083","AC002383.2"
"28084","ARL5AP1"
"28085","TCEB1P11"
"28086","C1orf234"
"28087","RP11-807H17.1"
"28088","USP9YP12"
"28089","RP3-389A20.2"
"28090","GRAMD4P1"
"28091","RP11-426M1.2"
"28092","LINC00948"
"28093","AC114760.1"
"28094","PSPC1P1"
"28095","RP11-46E17.6"
"28096","ASS1P5"
"28097","PRKRIRP6"
"28098","ATP6V0E1P4"
"28099","RP11-79N23.1"
"28100","RPS26P13"
"28101","FAM66A"
"28102","PSMA2P3"
"28103","OR5P4P"
"28104","LINC00352"
"28105","RP1-272J12.1"
"28106","RP11-77P6.2"
"28107","AC062032.1"
"28108","MED6P1"
"28109","SNAP25-AS1"
"28110","RP11-102C16.3"
"28111","CTD-2031P19.3"
"28112","RP11-73B2.6"
"28113","RP11-141M1.1"
"28114","RP11-69C17.3"
"28115","KRT8P44"
"28116","RP11-130C19.3"
"28117","TCEB1P16"
"28118","RP11-143M1.3"
"28119","AL353997.11"
"28120","RP1-153P14.5"
"28121","AL353791.1"
"28122","SPTLC1P5"
"28123","RP5-905H7.7"
"28124","RBPJP6"
"28125","RP11-191N8.2"
"28126","MACROD2-IT1"
"28127","SRGAP3-AS3"
"28128","AC009508.1"
"28129","RP13-16H11.2"
"28130","RP11-331F9.4"
"28131","RP11-423F24.3"
"28132","RP6-102O10.1"
"28133","MTND2P30"
"28134","AC104695.4"
"28135","RPL3P2"
"28136","RP11-372M18.1"
"28137","UQCRBP2"
"28138","FRMD8P1"
"28139","RP11-103C16.2"
"28140","AC007383.3"
"28141","RP11-543D5.1"
"28142","AC003989.4"
"28143","CYCSP46"
"28144","RP11-312B8.2"
"28145","RPL18AP17"
"28146","RP11-439E19.3"
"28147","RP3-323P13.2"
"28148","RP11-399H11.3"
"28149","RP11-276H7.2"
"28150","RP5-837I24.6"
"28151","RP11-382D8.3"
"28152","RP5-1074L1.1"
"28153","RP5-1112F19.2"
"28154","AC098592.6"
"28155","AC004014.4"
"28156","NPM1P22"
"28157","NR1H5P"
"28158","RP11-600G3.1"
"28159","PRKRIRP3"
"28160","PIN4P1"
"28161","AC002127.2"
"28162","AC012668.3"
"28163","RPL7P30"
"28164","BRK1P2"
"28165","TRIM60P18"
"28166","AC092675.4"
"28167","TDGF1P1"
"28168","AC010141.8"
"28169","AC108463.2"
"28170","RP5-891H21.1"
"28171","RAB11AP1"
"28172","CENPVP2"
"28173","MTND5P1"
"28174","RPL7AP65"
"28175","DHX9P1"
"28176","MYCLP2"
"28177","AC020743.2"
"28178","AC011933.2"
"28179","CTD-2330K9.3"
"28180","AC073343.13"
"28181","RP11-393M18.1"
"28182","RP11-350G8.5"
"28183","RP11-321E8.5"
"28184","AC074338.5"
"28185","RAPGEF4-AS1"
"28186","RP11-166O4.4"
"28187","HNRNPA1P46"
"28188","RP11-383C5.3"
"28189","HCG20"
"28190","CYP1D1P"
"28191","RP1-251M9.3"
"28192","AC069257.8"
"28193","AC019084.7"
"28194","AC078842.3"
"28195","C14orf144"
"28196","AC010967.2"
"28197","HMGN2P21"
"28198","RP4-663N10.1"
"28199","HSPD1P9"
"28200","RP3-395M20.9"
"28201","VN1R51P"
"28202","KB-1125A3.10"
"28203","RP3-522D1.2"
"28204","RP4-581F12.1"
"28205","RP11-441A11.1"
"28206","AC097721.2"
"28207","RP4-781K5.4"
"28208","DNAJA1P6"
"28209","RP11-15B24.2"
"28210","RP11-598C10.1"
"28211","POLR2J2"
"28212","TOP3BP1"
"28213","RP11-325E14.2"
"28214","RP11-151F5.2"
"28215","RANP5"
"28216","LINC00864"
"28217","CFL1P3"
"28218","SEC63P1"
"28219","RP11-552D4.1"
"28220","RP11-69E11.8"
"28221","Z83001.1"
"28222","RP11-135J2.4"
"28223","AC023469.2"
"28224","RP11-222A11.1"
"28225","RP11-61J19.3"
"28226","RP11-100G15.3"
"28227","RPL7P47"
"28228","RP11-255A11.2"
"28229","AC133106.2"
"28230","UBBP5"
"28231","BOD1L2"
"28232","RP11-475E11.2"
"28233","HLA-U"
"28234","AC012368.1"
"28235","RP11-385M4.2"
"28236","RP1-121G13.2"
"28237","IFNA14"
"28238","RP5-884G6.2"
"28239","AC004920.2"
"28240","RP5-837M10.4"
"28241","RP1-197O17.2"
"28242","RP11-417C21.2"
"28243","RP11-361M4.1"
"28244","RP11-39K24.12"
"28245","AC110620.1"
"28246","AC016912.3"
"28247","RP3-340N1.6"
"28248","RP11-452F19.3"
"28249","AP000692.9"
"28250","AC092839.3"
"28251","MFI2-AS1"
"28252","ST13P19"
"28253","AC016697.6"
"28254","AC112220.2"
"28255","AC003991.3"
"28256","RP11-165F24.5"
"28257","LOC124685"
"28258","AP001631.10"
"28259","PHBP3"
"28260","MTND1P17"
"28261","RP11-15B24.3"
"28262","RP1-122O8.7"
"28263","RP11-516A11.3"
"28264","LINC00568"
"28265","RP11-12L8.1"
"28266","IGHD6-6"
"28267","RP11-279E1.1"
"28268","AC099684.1"
"28269","AC092578.1"
"28270","AC073128.10"
"28271","RP11-216M21.5"
"28272","AP001469.7"
"28273","GS1-421I3.4"
"28274","RP3-467K16.4"
"28275","AC105339.1"
"28276","RP11-180I4.2"
"28277","RP11-308N19.5"
"28278","CASP16"
"28279","RPL3P1"
"28280","RP11-84A14.4"
"28281","AC004941.3"
"28282","RP11-23I7.1"
"28283","RP11-302F12.2"
"28284","AL589685.1"
